Date,Adj Close,Close,High,Low,Open,Volume
2024-09-23,478.20025634765625,483.0400085449219,484.1400146484375,481.6000061035156,482.95001220703125,24843000
2024-09-24,480.5068359375,485.3699951171875,486.3299865722656,480.1700134277344,484.4599914550781,25952600
2024-09-25,480.9523620605469,485.82000732421875,487.7900085449219,484.55999755859375,484.739990234375,26549900
2024-09-26,484.5657958984375,489.4700012207031,493.70001220703125,485.79998779296875,493.3699951171875,32020200
2024-09-27,481.8730773925781,486.75,490.6400146484375,485.55999755859375,490.5,22851100
2024-09-30,483.1798095703125,488.07000732421875,488.4100036621094,482.9200134277344,485.7799987792969,30281100
2024-10-01,476.4479064941406,481.2699890136719,488.0,477.3999938964844,487.70001220703125,42735400
2024-10-02,477.1211242675781,481.95001220703125,483.8800048828125,477.7200012207031,480.3599853515625,23744000
2024-10-03,476.7647705078125,481.5899963378906,484.54998779296875,478.989990234375,479.739990234375,25337200
2024-10-04,482.4373779296875,487.32000732421875,487.8800048828125,482.3900146484375,487.45001220703125,30686600
2024-10-07,477.2696533203125,482.1000061035156,486.57000732421875,480.8699951171875,485.3900146484375,24975100
2024-10-08,484.39752197265625,489.29998779296875,489.989990234375,483.8500061035156,484.6600036621094,28272000
2024-10-09,488.20892333984375,493.1499938964844,493.7300109863281,487.95001220703125,489.0,24995000
2024-10-10,487.6545715332031,492.5899963378906,494.4700012207031,489.5299987792969,490.8500061035156,25750400
2024-10-11,488.41680908203125,493.3599853515625,494.3900146484375,490.1700134277344,490.739990234375,20644500
2024-10-14,492.5153503417969,497.5,498.8299865722656,495.260009765625,495.7699890136719,26060100
2024-10-15,485.93194580078125,490.8500061035156,498.5,488.67999267578125,497.8299865722656,34784500
2024-10-16,485.9913330078125,490.9100036621094,491.69000244140625,487.57000732421875,491.17999267578125,22996800
2024-10-17,486.3280029296875,491.25,496.489990234375,491.19000244140625,496.44000244140625,27210700
2024-10-18,489.5157165527344,494.4700012207031,495.57000732421875,493.29998779296875,494.05999755859375,25335000
2024-10-21,490.4562072753906,495.4200134277344,496.2300109863281,491.30999755859375,493.25,30336500
2024-10-22,490.99078369140625,495.9599914550781,497.45001220703125,491.9700012207031,492.7300109863281,26685800
2024-10-23,483.4669189453125,488.3599853515625,494.25,485.04998779296875,493.5899963378906,39346600
2024-10-24,487.38726806640625,492.32000732421875,493.0,489.44000244140625,492.1099853515625,22024900
2024-10-25,490.3572082519531,495.32000732421875,500.2799987792969,494.42999267578125,495.1400146484375,38762100
2024-10-28,490.4363708496094,495.3999938964844,498.5199890136719,495.1000061035156,498.4599914550781,20477800
2024-10-29,495.1487121582031,500.1600036621094,501.3500061035156,493.8500061035156,495.7200012207031,28014100
2024-10-30,491.40655517578125,496.3800048828125,500.3500061035156,495.8900146484375,499.3900146484375,29756000
2024-10-31,479.0021057128906,483.8500061035156,492.42999267578125,483.75,492.3800048828125,41245200
2024-11-01,482.5462341308594,487.42999267578125,490.75,485.20001220703125,485.5,33655800
2024-11-04,481.1405334472656,486.010009765625,489.3800048828125,484.25,486.82000732421875,23291600
2024-11-05,487.2783508300781,492.2099914550781,492.8800048828125,487.5199890136719,487.6099853515625,24353600
2024-11-06,500.5144348144531,505.5799865722656,506.4100036621094,499.6000061035156,500.55999755859375,43082200
2024-11-07,508.3946228027344,513.5399780273438,514.3300170898438,508.3399963378906,508.3999938964844,32853100
2024-11-08,508.9886779785156,514.1400146484375,514.9199829101562,512.4099731445312,513.0399780273438,22924500
2024-11-11,508.691650390625,513.8400268554688,515.5800170898438,510.9200134277344,515.3699951171875,24167500
2024-11-12,507.7708740234375,512.9099731445312,514.6599731445312,509.8299865722656,513.77001953125,25835300
2024-11-13,507.1175537109375,512.25,514.97998046875,509.95001220703125,512.4000244140625,24567400
2024-11-14,503.59320068359375,508.69000244140625,512.7899780273438,507.7699890136719,511.9100036621094,28679500
2024-11-15,491.5946960449219,496.57000732421875,503.3299865722656,494.489990234375,502.94000244140625,51461100
2024-11-18,495.0101013183594,500.0199890136719,502.1400146484375,496.7300109863281,498.1300048828125,27080800
2024-11-19,498.4156494140625,503.4599914550781,503.95001220703125,497.0799865722656,497.4200134277344,24523000
2024-11-20,498.1285095214844,503.1700134277344,503.4800109863281,496.55999755859375,503.1600036621094,29565500
2024-11-21,499.92034912109375,504.9800109863281,506.9599914550781,497.55999755859375,506.239990234375,34526700
2024-11-22,500.7222900390625,505.7900085449219,506.5299987792969,502.7799987792969,504.4200134277344,23826600
2024-11-25,501.5142517089844,506.5899963378906,511.45001220703125,504.260009765625,509.8999938964844,26375200
2024-11-26,504.2070007324219,509.30999755859375,510.1400146484375,507.2300109863281,508.0799865722656,26557100
2024-11-27,500.2371826171875,505.29998779296875,508.239990234375,501.92999267578125,508.1700134277344,24957400
2024-11-29,504.6326599121094,509.739990234375,510.3399963378906,505.30999755859375,505.92999267578125,15334000
2024-12-02,510.1270751953125,515.2899780273438,516.260009765625,510.6199951171875,511.010009765625,25147200
2024-12-03,511.6912536621094,516.8699951171875,517.1500244140625,513.3699951171875,513.9500122070312,18597900
2024-12-04,518.0172119140625,523.260009765625,523.52001953125,519.5999755859375,520.3200073242188,26086200
2024-12-05,516.5818481445312,521.8099975585938,524.0399780273438,521.4199829101562,523.3099975585938,18169600
2024-12-06,521.2050170898438,526.47998046875,526.719970703125,522.3499755859375,522.47998046875,23762600
2024-12-09,517.1460571289062,522.3800048828125,526.3499755859375,521.219970703125,525.5499877929688,20674400
2024-12-10,515.3838500976562,520.5999755859375,525.3800048828125,519.1599731445312,523.6199951171875,24350000
2024-12-11,524.6104125976562,529.9199829101562,530.6099853515625,524.5900268554688,525.0,32168600
2024-12-12,521.2247924804688,526.5,528.9600219726562,526.02001953125,527.6799926757812,23577500
2024-12-13,525.2144165039062,530.530029296875,533.1699829101562,527.2999877929688,530.4600219726562,28780400
2024-12-16,532.7778930664062,538.1699829101562,539.1500244140625,533.0,533.0800170898438,31979900
2024-12-17,530.4315795898438,535.7999877929688,537.47998046875,534.1300048828125,536.3599853515625,28579100
2024-12-18,511.2953186035156,516.469970703125,536.8800048828125,515.010009765625,535.1500244140625,54703200
2024-12-19,509.018310546875,514.1699829101562,521.760009765625,513.8300170898438,521.1900024414062,46441800
2024-12-20,513.4631958007812,518.6599731445312,524.8200073242188,509.2900085449219,510.44000244140625,60530000
2024-12-23,518.4658203125,522.8699951171875,523.25,516.1300048828125,519.5499877929688,29672800
2024-12-24,525.4961547851562,529.9600219726562,530.0499877929688,524.1900024414062,524.8300170898438,17558200
2024-12-26,525.1390991210938,529.5999755859375,531.239990234375,526.3099975585938,528.3200073242188,19090500
